nombre_producto,fecha,semana,categoria,tienda,comuna,region,motivo,subtipo,area_responsable,unidades_merma,costo_unitario,valor_total_merma
ASADO CARNI IMP VAC GRA,2016-12-06,49,VACUNO GRANEL,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,1618,872
ASADO CARNI IMP VAC GRA,2016-12-08,49,VACUNO GRANEL,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,4375,6353
ASADO CARNI IMP VAC GRA,2016-12-09,49,VACUNO GRANEL,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,4375,6353
ASADO CARNI IMP VAC GRA,2016-12-13,50,VACUNO GRANEL,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,9082,26792
ASADO CARNI IMP VAC GRA,2016-12-09,49,VACUNO GRANEL,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,1506,776
ASADO CARNI IMP VAC GRA,2016-12-12,50,VACUNO GRANEL,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,0,1439,672
ASADO CARNI IMP VAC GRA,2016-12-15,50,VACUNO GRANEL,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,4408,6308
TALLARINES 78 LUCCHETTI 400 GR,2016-12-18,50,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,2,923,1846
TALLARINES 78 LUCCHETTI 400 GR,2016-12-25,51,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,482,482
TALLARINES 78 LUCCHETTI 400 GR,2016-12-11,49,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,479,479
TALLARINES 78 LUCCHETTI 400 GR,2016-12-13,50,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,479,479
TALLARINES 78 LUCCHETTI 400 GR,2016-12-23,51,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,968,1936
TALLARINES 78 LUCCHETTI 400 GR,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,467,467
TALLARINES 78 LUCCHETTI 400 GR,2016-12-16,50,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,1440,4320
TALLARINES 78 LUCCHETTI 400 GR,2016-12-25,51,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,484,484
TALLARINES 78 LUCCHETTI 400 GR,2016-12-26,52,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,484,484
TALLARINES 78 LUCCHETTI 400 GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,469,469
TALLARINES 78 LUCCHETTI 400 GR,2016-12-10,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,474,474
TALLARINES 78 LUCCHETTI 400 GR,2016-12-22,51,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,483,483
ARROZ G2 LARGO ANGOSTO MIRAFLORES 1 KG,2016-12-03,48,ARROZ,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,647,647
ARROZ G2 LARGO ANGOSTO MIRAFLORES 1 KG,2016-12-24,51,ARROZ,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,647,647
ARROZ G2 LARGO ANGOSTO MIRAFLORES 1 KG,2016-12-25,51,ARROZ,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,647,647
ARROZ G2 LARGO ANGOSTO MIRAFLORES 1 KG,2016-12-02,48,ARROZ,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,1942,5826
ARROZ G2 LARGO ANGOSTO MIRAFLORES 1 KG,2016-12-08,49,ARROZ,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,647,647
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-05,49,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,2,546,1092
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-08,49,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,2,546,1092
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-12,50,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,273,273
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,284,284
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,823,2469
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-04,48,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,274,274
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-05,49,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,274,274
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,274,274
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-13,50,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,274,274
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-23,51,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,279,279
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-24,51,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,279,279
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-02,48,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,563,1126
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,281,281
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,4,1133,4532
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-10,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,849,2547
PASTA ROMANO MOSTACHOLI Nº42 400GR,2016-12-11,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,567,1134
ROCKLETS CHOC DOYPACK DOS EN UNO 150 GR,2016-12-22,51,CHOCOLATES,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,859,859
ROCKLETS CHOC DOYPACK DOS EN UNO 150 GR,2016-12-25,51,CHOCOLATES,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,858,858
ROCKLETS CHOC DOYPACK DOS EN UNO 150 GR,2016-12-17,50,CHOCOLATES,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,859,859
ROCKLETS CHOC DOYPACK DOS EN UNO 150 GR,2016-12-05,49,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,858,858
QUESO LAMINADO RANCO COLUN KILO,2016-12-22,51,QUESOS MADUROS - SEMI MADUROS GRANEL,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,0,310,23
QUESO LAMINADO RANCO COLUN KILO,2016-12-09,49,QUESOS MADUROS - SEMI MADUROS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,1261,385
QUESO LAMINADO RANCO COLUN KILO,2016-12-15,50,QUESOS MADUROS - SEMI MADUROS GRANEL,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,0,372,33
QUESO LAMINADO RANCO COLUN KILO,2016-12-19,51,QUESOS MADUROS - SEMI MADUROS GRANEL,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,0,744,134
QUESO LAMINADO RANCO COLUN KILO,2016-12-20,51,QUESOS MADUROS - SEMI MADUROS GRANEL,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,0,703,120
QUESO LAMINADO RANCO COLUN KILO,2016-12-20,51,QUESOS MADUROS - SEMI MADUROS GRANEL,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,0,94,2
BILZ LATA 350 CC.,2016-12-22,51,BEBIDAS GASEOSAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,345,345
BILZ LATA 350 CC.,2016-12-23,51,BEBIDAS GASEOSAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,345,345
BILZ LATA 350 CC.,2016-12-16,50,BEBIDAS GASEOSAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,345,345
BILZ LATA 350 CC.,2016-12-22,51,BEBIDAS GASEOSAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,345,345
BILZ LATA 350 CC.,2016-12-23,51,BEBIDAS GASEOSAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,346,346
BILZ LATA 350 CC.,2016-12-22,51,BEBIDAS GASEOSAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,345,345
BEBIDA ENERGETICA MR BIG 600 CC,2016-12-25,51,BEBIDAS ENERGETICAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,925,925
BEBIDA ENERGETICA MR BIG 600 CC,2016-12-05,49,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,931,931
BEBIDA ENERGETICA MR BIG 600 CC,2016-12-25,51,BEBIDAS ENERGETICAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1863,3726
FETTUCCINE 88 CAROZZI 400 GR,2016-12-09,49,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
FETTUCCINE 88 CAROZZI 400 GR,2016-12-12,50,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
FETTUCCINE 88 CAROZZI 400 GR,2016-12-23,51,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
FETTUCCINE 88 CAROZZI 400 GR,2016-12-10,49,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,908,1816
FETTUCCINE 88 CAROZZI 400 GR,2016-12-16,50,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
FETTUCCINE 88 CAROZZI 400 GR,2016-12-18,50,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,908,1816
FETTUCCINE 88 CAROZZI 400 GR,2016-12-22,51,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
FETTUCCINE 88 CAROZZI 400 GR,2016-12-04,48,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
FETTUCCINE 88 CAROZZI 400 GR,2016-12-16,50,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,454,454
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-15,50,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,459,459
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-22,51,GALLETAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,459,459
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-10,49,GALLETAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,917,1834
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-17,50,GALLETAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,459,459
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-03,48,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,917,1834
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-26,52,GALLETAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,459,459
GALLETA OBSESION MENTA COSTA 85 GR,2016-12-26,52,GALLETAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,459,459
PALMITOS EN RODAJAS EL VERGEL 410 GR,2016-12-10,49,CONSERVAS DE VERDURAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1338,2676
PALMITOS EN RODAJAS EL VERGEL 410 GR,2016-12-17,50,CONSERVAS DE VERDURAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,669,669
PALMITOS EN RODAJAS EL VERGEL 410 GR,2016-12-10,49,CONSERVAS DE VERDURAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1338,2676
PALMITOS EN RODAJAS EL VERGEL 410 GR,2016-12-24,51,CONSERVAS DE VERDURAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1338,2676
PALMITOS EN RODAJAS EL VERGEL 410 GR,2016-12-06,49,CONSERVAS DE VERDURAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,6,4014,24084
PALMITOS EN RODAJAS EL VERGEL 410 GR,2016-12-09,49,CONSERVAS DE VERDURAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1338,2676
SET TIJERA/CORTAUÑAS/LIMA SIMONDS 3UN,2016-12-08,49,ACCESORIOS BEBE,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,2713,2713
SET TIJERA/CORTAUÑAS/LIMA SIMONDS 3UN,2016-12-08,49,ACCESORIOS BEBE,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,2591,2591
SET TIJERA/CORTAUÑAS/LIMA SIMONDS 3UN,2016-12-10,49,ACCESORIOS BEBE,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,2591,2591
SET TIJERA/CORTAUÑAS/LIMA SIMONDS 3UN,2016-12-19,51,ACCESORIOS BEBE,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,2591,2591
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-04,48,BEBIDAS FUNCIONALES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,468,468
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-06,49,BEBIDAS FUNCIONALES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,473,473
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-08,49,BEBIDAS FUNCIONALES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,473,473
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-13,50,BEBIDAS FUNCIONALES,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,475,475
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-10,49,BEBIDAS FUNCIONALES,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,473,473
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-16,50,BEBIDAS FUNCIONALES,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,474,474
BEB FRUTAS TROPICALES GATORADE 500 CC,2016-12-17,50,BEBIDAS FUNCIONALES,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,474,474
PAPA FRITA QUESO KRYZPO 80 GRS.,2016-12-03,48,PAPAS FRITAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1126,2252
PAPA FRITA QUESO KRYZPO 80 GRS.,2016-12-03,48,PAPAS FRITAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,531,531
PAPA FRITA QUESO KRYZPO 80 GRS.,2016-12-16,50,PAPAS FRITAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,551,551
TALLARINES 87 CAROZZI 1 KG,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,846,846
TALLARINES 87 CAROZZI 1 KG,2016-12-05,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,846,846
TALLARINES 87 CAROZZI 1 KG,2016-12-09,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,846,846
TALLARINES 87 CAROZZI 1 KG,2016-12-13,50,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,2539,7617
TALLARINES 87 CAROZZI 1 KG,2016-12-15,50,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1693,3386
TALLARINES 87 CAROZZI 1 KG,2016-12-16,50,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,846,846
ALIM CACHORRO CHAMPION 3K,2016-12-16,50,ALIMENTO CACHORRO,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,4514,4514
"ANDINA B.ANCHA 300 CC, DURAZNO",2016-12-15,50,JUGOS Y NECTARES LARGA VIDA,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,375,375
"ANDINA B.ANCHA 300 CC, DURAZNO",2016-12-23,51,JUGOS Y NECTARES LARGA VIDA,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,375,375
"ANDINA B.ANCHA 300 CC, DURAZNO",2016-12-10,49,JUGOS Y NECTARES LARGA VIDA,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,749,1498
"ANDINA B.ANCHA 300 CC, DURAZNO",2016-12-23,51,JUGOS Y NECTARES LARGA VIDA,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,374,374
"ANDINA B.ANCHA 300 CC, DURAZNO",2016-12-25,51,JUGOS Y NECTARES LARGA VIDA,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,1123,3369
"ANDINA B.ANCHA 300 CC, DURAZNO",2016-12-15,50,JUGOS Y NECTARES LARGA VIDA,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,749,1498
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-19,51,YOGHURT,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,162,162
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-13,50,YOGHURT,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,170,170
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-17,50,YOGHURT,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,6,969,5814
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-05,49,YOGHURT,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,190,190
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-02,48,YOGHURT,TEMUCO IV,TEMUCO,IX,Vencimiento,Caducidad,Bodega,2,380,760
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-06,49,YOGHURT,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,190,190
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-19,51,YOGHURT,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,162,162
"YOG LIGHT TROZO SOPROLE 120 GR, DURAZNO",2016-12-23,51,YOGHURT,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,483,1449
PUNTA DE PICANA VAC KG,2016-12-04,48,VACUNO ENVASADO,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,4589,6608
DEO DESINFEC LYSOFORM ORIGINAL 360 ML,2016-12-12,50,DESODORANTES AMBIENTALES,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,1556,1556
DEO DESINFEC LYSOFORM ORIGINAL 360 ML,2016-12-24,51,DESODORANTES AMBIENTALES,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,4585,13755
HARINA MARIPOSA 20KG,2016-12-02,48,HARINAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,8006,8006
HARINA MARIPOSA 20KG,2016-12-05,49,HARINAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,8006,8006
HARINA MARIPOSA 20KG,2016-12-10,49,HARINAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,16012,32024
MANJAR MERKAT BOLSA 1KG,2016-12-05,49,MANJAR BOLSA,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,976,976
MANJAR MERKAT BOLSA 1KG,2016-12-06,49,MANJAR BOLSA,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,976,976
MANJAR MERKAT BOLSA 1KG,2016-12-09,49,MANJAR BOLSA,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,3,2928,8784
MANJAR MERKAT BOLSA 1KG,2016-12-10,49,MANJAR BOLSA,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,976,976
MANJAR MERKAT BOLSA 1KG,2016-12-12,50,MANJAR BOLSA,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,1952,3904
CARACOLES PARMA 400 GR,2016-12-03,48,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,331,331
CARACOLES PARMA 400 GR,2016-12-09,49,FIDEOS Y PASTAS,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,330,330
CARACOLES PARMA 400 GR,2016-12-02,48,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,331,331
CARACOLES PARMA 400 GR,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,661,1322
CARACOLES PARMA 400 GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,662,1324
CARACOLES PARMA 400 GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,661,1322
CARACOLES PARMA 400 GR,2016-12-12,50,FIDEOS Y PASTAS,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,331,331
CARACOLES PARMA 400 GR,2016-12-03,48,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,331,331
CARACOLES PARMA 400 GR,2016-12-08,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,331,331
CARACOLES PARMA 400 GR,2016-12-09,49,FIDEOS Y PASTAS,TEMUCO V,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,331,331
LONGANICILLA AL MERKEN LA CRIANZA 280 GR,2016-12-09,49,CECINAS VACIO,TEMUCO II,TEMUCO,IX,Vencimiento,Caducidad,Bodega,4,6642,26568
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-09,49,CHOCOLATES,ANGOL,ANGOL,IX,Clientes,Manipulacion,Sala de Ventas,1,121,121
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-05,49,CHOCOLATES,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,123,123
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-10,49,CHOCOLATES,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,246,492
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-19,51,CHOCOLATES,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,123,123
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-02,48,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,246,492
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-04,48,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,2,246,492
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-05,49,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,4,493,1972
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-06,49,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,123,123
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-10,49,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,123,123
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-16,50,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,123,123
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-23,51,CHOCOLATES,TEMUCO III,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,124,124
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-18,50,CHOCOLATES,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,122,122
SUPER OCHO OBLEA BAÑADA 29 GR.,2016-12-19,51,CHOCOLATES,TEMUCO IV,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,1,122,122
ZANAHORIA BOLSA 1 KG,2016-12-02,48,OTRAS VERDURAS,TEMUCO II,TEMUCO,IX,Clientes,Manipulacion,Sala de Ventas,4,2197,8788
